contract,act_symbol,expiration,call_put,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility,date,stock_price,T,mid_price,risk_free_rate,BS_price,BT_price,MC_price,Random Forest_ML_price,XGBoost_ML_price,Linear Regression_ML_price,SVR_ML_price,BS_error,BT_error,MC_error,Random Forest_ML_error,XGBoost_ML_error,Linear Regression_ML_error,SVR_ML_error,BS_error_pct,BT_error_pct,MC_error_pct,Random Forest_ML_error_pct,XGBoost_ML_error_pct,Linear Regression_ML_error_pct,SVR_ML_error_pct
AAPL130201C00360000,AAPL,2013-02-01,call,360,A,88.5,,90.75,,0,0,28-01-2013,1.0,0.0,-1.0901,0.0,0.4101,2013-01-28,449.830002,0.010958904109589041,89.625,0.05,90.0272085471027,90.02720837974907,90.10555488692314,93.18082037602206,90.53146,-10.122009733831732,119.39014422559616,0.4022085471027026,0.4022083797490694,0.4805548869231444,3.555820376022055,0.906463623046875,-99.74700973383173,29.76514422559616,0.4487682533921368,0.4487680666656284,0.536183974251765,3.967442539494622,1.0113959531903767,-111.29373470999357,33.210760642227235
AAPL130201C00350000,AAPL,2013-02-01,call,350,A,107.8,,109.15,,0,1,29-01-2013,1.0,0.0,-1.0598,0.0,0.4067,2013-01-29,458.269981,0.00821917808219178,108.475,0.05,108.41378706522306,108.41378706522069,108.41185103559123,102.3947662166045,108.66853,-12.823200576315884,119.39014422559616,-0.06121293477693257,-0.06121293477930578,-0.06314896440876794,-6.080233783395499,0.19353332519531818,-121.29820057631588,10.915144225596165,-0.056430453816024496,-0.056430453818212295,-0.05821522416111357,-5.605193623780133,0.1784128372392885,-111.82134185417458,10.06235927688054
AAPL130201P00350000,AAPL,2013-02-01,put,350,A,0.0,,0.02,,45,79,29-01-2013,0.0,0.0,0.0,0.0,0.4583,2013-01-29,458.269981,0.00821917808219178,0.01,0.05,1.0058027743698675e-10,1.6489157183889182e-11,0.0,0.12620291571607858,0.11614719,93.12900872461168,119.39014422559616,-0.009999999899419723,-0.009999999983510843,-0.01,0.11620291571607859,0.10614719033241272,93.11900872461167,119.38014422559615,-99.99999899419724,-99.99999983510844,-100.0,1162.0291571607859,1061.4719033241272,931190.0872461167,1193801.4422559617
AAPL130201C00355000,AAPL,2013-02-01,call,355,A,102.3,,104.5,,0,0,29-01-2013,1.0,0.0,-1.0749,0.0,0.4067,2013-01-29,458.269981,0.00821917808219178,103.4,0.05,103.4158414375874,103.41584143758138,103.58664705124141,99.53915883636165,104.132454,-11.728892980967473,119.39014422559616,0.015841437587397422,0.01584143758137202,0.18664705124140824,-3.860841163638355,0.7324539184570256,-115.12889298096748,15.990144225596154,0.015320539252802148,0.015320539246974874,0.1805097207363716,-3.7338889396889314,0.7083693602098893,-111.34322338584862,15.464356117597827
AAPL130201P00355000,AAPL,2013-02-01,put,355,A,0.0,,0.02,,0,0,29-01-2013,0.0,0.0,0.0,0.0,0.4583,2013-01-29,458.269981,0.00821917808219178,0.01,0.05,9.7138946516074e-10,2.3814768716115946e-10,0.0,0.14813273552058537,0.10337929,94.22331631996009,119.39014422559616,-0.009999999028610535,-0.009999999761852313,-0.01,0.13813273552058536,0.0933792868256569,94.21331631996009,119.38014422559615,-99.99999028610534,-99.99999761852312,-100.0,1381.3273552058536,933.7928682565689,942133.1631996009,1193801.4422559617
AAPL130201C00360000,AAPL,2013-02-01,call,360,A,97.3,,99.55,,0,0,29-01-2013,1.0,0.0,-1.0901,0.0,0.4067,2013-01-29,458.269981,0.00821917808219178,98.425,0.05,98.41789581000364,98.4178958099507,98.33549956491665,94.71597807234507,99.00805,-10.634585385619062,119.39014422559616,-0.007104189996354648,-0.007104190049290082,-0.0895004350833517,-3.7090219276549306,0.5830490112304716,-109.05958538561906,20.965144225596163,-0.007217871472039268,-0.007217871525821775,-0.09093262390993315,-3.76837381524504,0.5923789801681195,-110.80476036130969,21.30062913446397
AAPL130201C00350000,AAPL,2013-02-01,call,350,A,106.3,,107.2,,0,1,30-01-2013,1.0,0.0,-1.0598,0.0,0.3469,2013-01-30,456.830002,0.005479452054794521,106.75,0.05,106.92587927648566,106.92587927648148,107.07942066571611,102.3947662166045,107.12459,-12.343623128570535,119.39014422559616,0.17587927648565937,0.17587927648148138,0.32942066571611406,-4.355233783395505,0.3745880126953125,-119.09362312857053,12.64014422559616,0.16475810443621486,0.16475810443230107,0.30859078755607877,-4.079844293578928,0.3509021196209016,-111.56311300100283,11.840884520464787
AAPL130201P00350000,AAPL,2013-02-01,put,350,A,0.0,,0.01,,0,124,30-01-2013,0.0,0.0,0.0,0.0,0.4906,2013-01-30,456.830002,0.005479452054794521,0.005,0.05,2.0005503546256027e-13,8.867005470576953e-15,0.0,0.12620291571607858,0.008426701,92.88501086614787,119.39014422559616,-0.004999999999799945,-0.004999999999991133,-0.005,0.12120291571607858,0.0034267007187008857,92.88001086614787,119.38514422559616,-99.9999999959989,-99.99999999982266,-100.0,2424.0583143215717,68.53401437401772,1857600.2173229575,2387702.8845119234
AAPL130201C00355000,AAPL,2013-02-01,call,355,A,100.75,,102.85,,0,0,30-01-2013,1.0,0.0,-1.0749,0.0,0.3469,2013-01-30,456.830002,0.005479452054794521,101.8,0.05,101.92724895186404,101.92724895185985,101.89004111828184,99.53915883636165,102.10236,-11.249315533222124,119.39014422559616,0.12724895186404694,0.12724895185985474,0.09004111828184591,-2.2608411636383465,0.3023635864257841,-113.04931553322211,17.590144225596163,0.12499897039690269,0.12499897039278463,0.08844903564032015,-2.2208655831417943,0.29701727546737144,-111.05040818587635,17.27912006443631
AAPL130201P00355000,AAPL,2013-02-01,put,355,A,0.0,,0.01,,0,0,30-01-2013,0.0,0.0,0.0,0.0,0.4906,2013-01-30,456.830002,0.005479452054794521,0.005,0.05,3.6445635934126285e-12,3.216761076729276e-13,0.0,0.14813273552058537,-0.070157476,93.97931846149628,119.39014422559616,-0.004999999996355436,-0.004999999999678324,-0.005,0.14313273552058536,-0.07515747576951981,93.97431846149628,119.38514422559616,-99.99999992710873,-99.99999999356648,-100.0,2862.654710411707,-1503.1495153903961,1879486.3692299256,2387702.8845119234
AAPL130201C00360000,AAPL,2013-02-01,call,360,A,95.75,,97.85,,0,0,30-01-2013,1.0,0.0,-1.0901,0.0,0.3469,2013-01-30,456.830002,0.005479452054794521,96.8,0.05,96.92861862724243,96.92861862723822,96.9923970409505,94.71597807234507,97.19707,-10.155007937873712,119.39014422559616,0.12861862724243167,0.12861862723822526,0.19239704095049603,-2.0840219276549306,0.39706726074219034,-106.95500793787372,22.590144225596163,0.13287048268846247,0.132870482684117,0.19875727370919014,-2.1529152145195565,0.4101934511799487,-110.49071067962161,23.336925852888598
AAPL130201C00350000,AAPL,2013-02-01,call,350,A,105.2,,106.6,,0,1,31-01-2013,1.0,0.0,-1.0598,0.0,0.4498,2013-01-31,455.489998,0.0027397260273972603,105.9,0.05,105.53793992171126,105.53793992171515,105.53154567753067,102.31195160544974,105.89384,-13.147839327872404,119.39014422559616,-0.3620600782887493,-0.36206007828485554,-0.36845432246933285,-3.5880483945502704,-0.006163024902349434,-119.04783932787241,13.490144225596154,-0.3418886480535876,-0.34188864804991076,-0.3479266501126844,-3.3881476813505853,-0.005819664685882374,-112.41533458722606,12.738568673839614
AAPL130201P00350000,AAPL,2013-02-01,put,350,A,0.0,,0.01,,0,124,31-01-2013,0.0,0.0,0.0,0.0,0.5776,2013-01-31,455.489998,0.0027397260273972603,0.005,0.05,1.907813672930424e-18,1.1567891488756164e-21,0.0,0.12620291571607858,0.061009493,92.205711576387,119.39014422559616,-0.004999999999999998,-0.005,-0.005,0.12120291571607858,0.0560094927251339,92.20071157638701,119.38514422559616,-99.99999999999997,-100.0,-100.0,2424.0583143215717,1120.189854502678,1844014.2315277401,2387702.8845119234
AAPL130201C00355000,AAPL,2013-02-01,call,355,A,99.45,,101.7,,0,0,31-01-2013,1.0,0.0,-1.0749,0.0,0.4498,2013-01-31,455.489998,0.0027397260273972603,100.575,0.05,100.5386248063071,100.53862480631108,100.64948005957024,99.4563442252069,100.64539,-12.053531732523993,119.39014422559616,-0.03637519369290487,-0.03637519368892583,0.0744800595702344,-1.1186557747930976,0.07039337158202841,-112.628531732524,18.815144225596157,-0.03616723210828225,-0.03616723210432596,0.07405424764626836,-1.1122602781934852,0.0699909237703489,-111.98462016656623,18.707575665519418
AAPL130201P00355000,AAPL,2013-02-01,put,355,A,0.0,,0.01,,0,0,31-01-2013,0.0,0.0,0.0,0.0,0.5776,2013-01-31,455.489998,0.0027397260273972603,0.005,0.05,1.1441088532192078e-16,3.262215005876766e-19,0.0,0.14813273552058537,-0.029916905,93.30001917173541,119.39014422559616,-0.004999999999999886,-0.005,-0.005,0.14313273552058536,-0.0349169048666954,93.29501917173542,119.38514422559616,-99.99999999999771,-100.0,-100.0,2862.654710411707,-698.338097333908,1865900.3834347085,2387702.8845119234
AAPL130201C00360000,AAPL,2013-02-01,call,360,A,94.45,,96.7,,0,0,31-01-2013,1.0,0.0,-1.0901,0.0,0.4498,2013-01-31,455.489998,0.0027397260273972603,95.575,0.05,95.539309690903,95.53930969090695,95.66372807804304,94.71597807234507,95.89735,-10.959224137175582,119.39014422559616,-0.035690309097006434,-0.035690309093055816,0.08872807804303307,-0.8590219276549362,0.3223464965820284,-106.53422413717558,23.815144225596157,-0.03734272466336012,-0.03734272465922659,0.09283607433223444,-0.8987935418832709,0.3372707262171367,-111.46662216811465,24.917754878991534
